Id,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,TotalSF,SalePriceLog,T_garage,T_Overall,target
1039,798,546,0,1,3,3,4,3,0.0,0.0,6,6,0.0,0.0,4,546.0,1,2,2,4,0,4,3,5,5,4,5,1,1,1,6,0.0,0.0,3,1,3,6,0.0,1344,1,1,4,5,1,3,3,0,1533,4,21.0,3,0,12,4,0.0,2,1,0,7,10,0,5,4,2,0,3,1,1,4,8,0,1,6,546.0,798,0,1970,2008,3,1890.0,11.482466257485518,7.0,9,97000.0
1040,630,0,0,1,1,4,4,0,509.0,0.0,2,6,1.0,0.0,2,121.0,1,2,2,4,0,4,3,5,5,4,3,0,1,1,6,286.0,1.0,5,3,5,1,1970.0,630,0,1,4,6,1,3,3,0,1477,4,21.0,3,0,13,4,0.0,2,1,0,6,10,0,3,4,2,0,3,1,1,4,8,0,1,3,630.0,630,0,1970,1970,3,1260.0,11.289781913656018,14.0,7,80000.0
1041,1803,0,0,1,3,0,4,3,168.0,682.0,5,1,1.0,0.0,4,284.0,1,2,2,4,0,4,3,13,14,0,5,1,1,2,0,484.0,2.0,5,2,5,1,1957.0,1803,0,1,0,2,1,3,3,0,13125,0,88.0,3,0,0,3,67.0,0,1,0,0,19,0,3,5,2,0,3,1,1,4,8,0,1,8,1134.0,1803,0,1957,2000,0,2937.0,11.951180395901384,14.0,8,155000.0
1042,800,832,0,1,4,0,4,3,400.0,64.0,2,5,0.0,1.0,4,336.0,1,1,2,4,0,4,3,6,6,4,3,0,1,1,6,484.0,2.0,5,3,5,1,1966.0,1632,1,1,2,5,1,2,3,0,9130,4,70.0,3,0,5,3,252.0,1,1,0,9,14,40,7,6,2,0,3,1,3,4,8,0,1,7,800.0,800,0,1966,2000,2,2432.0,12.061046873479915,15.0,13,173000.0
1043,1306,0,0,1,1,3,4,0,900.0,0.0,0,6,1.0,0.0,2,406.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,624.0,2.0,5,2,5,1,2005.0,1306,0,1,0,2,1,2,3,0,5381,4,34.0,0,0,11,3,135.0,3,1,0,10,16,63,4,6,2,0,3,1,1,4,8,0,1,5,1306.0,1306,170,2005,2005,3,2612.0,12.185869938212655,14.0,10,196000.0
1044,1532,797,0,1,4,0,4,3,1085.0,0.0,2,6,1.0,0.0,2,390.0,1,2,2,4,0,4,3,6,6,4,0,1,2,2,6,514.0,2.0,5,3,5,1,1990.0,2329,1,1,0,5,1,2,3,0,11839,4,86.0,3,0,5,3,99.0,1,1,0,7,20,121,4,7,2,0,3,1,3,4,8,0,1,10,1475.0,1532,192,1990,1990,2,3804.0,12.477167914377556,15.0,11,262280.0
1045,2524,0,0,1,4,0,4,3,1104.0,0.0,0,6,1.0,0.0,2,1420.0,1,4,2,4,0,4,2,3,3,2,2,1,2,2,6,542.0,2.0,5,0,5,1,1981.0,2524,1,1,4,2,1,2,3,0,9600,4,80.0,3,0,0,3,0.0,2,1,0,9,14,120,4,8,2,0,3,7,3,4,8,0,1,9,2524.0,2524,474,1981,1981,3,5048.0,12.535376392672775,12.0,12,278000.0
1046,1733,0,0,1,4,0,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,1,2,2,0,0,4,3,3,14,4,2,1,3,2,3,452.0,2.0,5,3,5,1,1955.0,1733,0,1,0,2,1,3,3,0,13680,1,70.0,0,0,0,3,0.0,2,1,0,8,7,0,4,3,2,0,3,1,3,4,8,0,1,8,0.0,1733,0,1955,1955,3,1733.0,11.84653646931041,15.0,7,139600.0
1047,1992,876,0,1,4,0,4,0,240.0,0.0,2,6,0.0,0.0,0,1752.0,1,2,2,4,0,4,2,5,5,4,2,1,2,3,6,716.0,3.0,5,0,5,3,2005.0,2868,1,1,0,5,1,0,3,0,16056,4,85.0,0,0,5,3,208.0,3,1,0,9,22,108,4,9,2,0,3,1,3,5,6,0,1,11,1992.0,1992,214,2005,2006,0,4860.0,13.229567991666636,13.0,13,556581.0
1048,990,0,0,1,3,0,4,3,686.0,0.0,2,6,0.0,1.0,2,304.0,1,2,2,4,0,4,3,12,13,4,3,0,2,1,6,672.0,2.0,5,3,5,5,1996.0,990,0,1,0,2,1,3,3,0,9245,4,57.0,1,0,0,3,0.0,2,1,0,4,5,0,4,5,2,0,3,1,1,4,8,0,1,5,990.0,990,0,1994,1995,2,1980.0,11.884489021402711,15.0,9,145000.0
1049,1771,0,0,1,3,0,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,1,2,2,4,0,1,3,6,6,0,5,1,3,1,2,336.0,2.0,5,3,5,1,1960.0,1771,0,1,4,2,1,3,3,0,21750,4,100.0,3,0,0,3,75.0,1,1,0,2,11,0,3,5,2,0,3,1,3,4,8,0,1,9,0.0,1771,0,1960,2006,3,1771.0,11.652687407345386,15.0,8,115000.0
1050,930,0,0,1,2,0,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,1,2,2,4,0,4,3,8,8,4,3,0,1,1,6,308.0,1.0,5,3,5,5,1946.0,930,0,1,0,2,1,2,2,0,11100,4,60.0,3,0,0,3,0.0,2,1,0,6,7,0,6,4,2,0,3,1,1,0,8,0,1,6,0.0,930,0,1946,2006,4,930.0,11.34922937229944,14.0,10,84900.0
1051,1302,0,0,1,3,0,4,0,0.0,0.0,6,6,0.0,0.0,2,1302.0,1,2,2,4,0,4,2,12,13,4,3,0,2,2,6,436.0,2.0,5,0,5,1,2007.0,1302,0,1,0,2,1,2,3,0,8993,4,73.0,0,0,0,3,0.0,2,1,0,10,8,22,4,7,2,0,3,1,1,5,6,0,1,6,1302.0,1302,0,2007,2007,1,2604.0,12.080991165908296,12.0,11,176485.0
1052,1316,0,0,1,3,0,4,0,0.0,0.0,6,6,0.0,0.0,2,1316.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,440.0,2.0,5,0,5,1,2007.0,1316,0,1,0,2,1,2,3,0,11175,0,103.0,0,0,0,3,0.0,2,1,0,1,5,20,4,7,2,0,3,1,1,5,6,0,1,6,1316.0,1316,0,2007,2007,1,2632.0,12.206777397134411,12.0,11,200141.0
1053,1127,850,0,1,4,0,4,3,442.0,0.0,5,6,0.0,1.0,4,374.0,1,0,2,4,0,4,3,12,13,0,5,1,1,1,6,540.0,2.0,5,2,5,1,1964.0,1977,1,1,4,5,1,3,3,0,9500,0,100.0,3,0,5,3,272.0,0,1,0,8,12,52,5,6,2,0,3,1,1,4,8,0,1,9,816.0,1127,0,1964,1978,1,2793.0,12.013700752882716,14.0,11,165000.0
1054,1526,0,0,1,4,0,4,0,383.0,0.0,5,6,0.0,0.0,4,833.0,1,2,2,0,0,4,3,6,6,4,2,1,1,1,3,364.0,1.0,5,3,5,2,1957.0,1526,0,1,0,2,1,3,3,1,8562,4,68.0,3,0,0,3,145.0,3,1,0,7,7,78,5,5,2,0,3,1,3,4,8,0,1,7,1216.0,1526,116,1957,2002,4,2742.0,11.881034786534624,14.0,10,144500.0
1055,1091,898,0,1,3,0,4,2,932.0,0.0,2,6,1.0,0.0,2,133.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,586.0,2.0,5,0,5,1,2002.0,1989,1,1,0,5,1,2,3,0,11367,0,90.0,3,0,5,3,210.0,1,1,0,2,5,60,4,8,2,0,3,1,1,4,8,0,1,7,1065.0,1091,199,2002,2002,0,3054.0,12.449018824140566,12.0,12,255000.0
1056,1523,0,0,1,3,0,4,3,644.0,0.0,0,6,0.0,1.0,2,549.0,1,2,2,4,0,4,3,9,10,2,5,1,1,2,6,478.0,2.0,5,0,5,1,1976.0,1523,0,1,4,2,1,3,3,0,11361,4,104.0,3,0,0,3,160.0,1,1,0,7,14,0,4,6,2,0,3,1,1,0,0,189,1,7,1193.0,1523,0,1976,1976,2,2716.0,12.100712129872349,12.0,10,180000.0
1057,1364,0,0,1,2,4,4,0,659.0,0.0,2,6,1.0,0.0,2,705.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,484.0,2.0,5,2,5,1,2005.0,1364,0,1,0,2,1,2,3,0,7052,4,43.0,0,0,11,3,240.0,3,1,0,8,16,36,4,7,2,0,3,1,1,4,8,0,1,6,1364.0,1364,192,2005,2005,0,2728.0,12.1326951757254,14.0,11,185850.0
1058,979,871,0,1,3,0,4,3,595.0,0.0,2,6,0.0,0.0,2,378.0,1,2,2,4,0,4,2,6,6,4,2,1,2,2,6,467.0,2.0,5,0,5,3,1994.0,1850,1,1,0,5,1,2,3,0,29959,2,70.0,1,0,5,3,0.0,2,1,0,0,15,98,5,7,2,0,3,1,1,4,8,0,1,7,973.0,979,168,1994,1994,3,2823.0,12.421184025147117,12.0,12,248000.0
1059,1130,1054,0,1,3,0,4,0,936.0,0.0,2,6,1.0,0.0,0,168.0,1,2,2,4,0,4,0,12,13,4,2,1,2,2,6,836.0,3.0,5,0,5,1,2008.0,2184,1,1,0,5,1,0,3,0,11308,4,96.0,0,0,5,3,154.0,3,1,0,9,16,102,4,9,2,0,3,1,1,4,8,0,1,10,1104.0,1130,0,2008,2008,3,3288.0,12.721885810807205,13.0,13,335000.0
1060,1096,895,0,1,3,0,4,2,297.0,557.0,5,3,0.0,0.0,4,0.0,1,2,2,4,19,4,3,8,8,4,2,1,1,1,6,432.0,2.0,1,3,5,5,1977.0,1991,1,1,4,0,1,3,1,1,11275,0,70.0,0,0,4,3,480.0,1,1,0,5,6,0,6,6,2,0,3,1,1,4,8,0,1,7,854.0,1096,0,1932,1950,1,2845.0,12.3013828253345,11.0,12,220000.0
1061,1338,0,0,1,2,4,4,2,616.0,0.0,2,6,1.0,0.0,2,722.0,1,2,2,4,170,4,2,5,5,4,3,0,2,2,6,582.0,2.0,5,0,5,1,2001.0,1338,0,1,0,2,1,2,3,0,4920,4,41.0,3,0,11,3,0.0,2,1,0,6,22,0,4,8,2,0,3,1,1,4,8,0,1,6,1338.0,1338,0,2001,2001,4,2676.0,12.271392111650815,12.0,12,213500.0
1062,894,0,0,1,2,0,4,3,0.0,0.0,6,6,0.0,0.0,4,894.0,1,2,2,4,0,4,1,8,8,4,3,0,1,1,6,1248.0,3.0,5,2,5,5,1994.0,894,0,1,4,2,1,3,2,0,18000,4,120.0,3,0,1,0,0.0,2,3,560,10,9,20,3,3,2,0,3,1,1,4,3,0,0,6,894.0,894,0,1935,1950,2,1788.0,11.302204433654575,15.0,6,81000.0
1063,1422,915,0,0,5,1,4,3,0.0,0.0,6,6,0.0,0.0,4,662.0,0,2,2,4,0,4,3,13,14,4,3,0,0,2,3,560.0,2.0,5,3,5,5,1945.0,2337,0,1,4,5,2,3,3,0,13600,4,85.0,3,0,14,4,0.0,2,1,0,11,17,57,4,5,2,0,3,1,1,4,8,0,1,10,662.0,1422,0,1900,1950,1,2999.0,11.407564949312404,15.0,9,90000.0
1064,1103,0,0,1,2,0,4,3,397.0,0.0,1,6,0.0,0.0,4,706.0,1,0,2,4,0,2,3,8,8,2,2,1,0,1,6,440.0,2.0,5,3,5,5,1976.0,1103,0,1,2,2,1,2,3,0,6000,4,50.0,3,0,1,4,0.0,2,1,0,9,17,120,5,6,2,0,3,1,1,4,8,0,1,5,1103.0,1103,166,1925,1980,0,2206.0,11.612770799939945,15.0,11,110500.0
1065,1154,0,0,1,3,0,4,2,740.0,230.0,1,5,0.0,0.0,4,184.0,1,2,2,4,0,4,3,9,10,2,4,1,1,1,6,480.0,2.0,5,2,5,1,1966.0,1154,1,1,0,2,1,3,3,0,11000,1,70.0,0,0,0,3,200.0,1,1,0,2,12,58,5,5,2,0,3,1,1,4,8,0,1,6,1154.0,1154,0,1966,1966,3,2308.0,11.944707881395766,14.0,10,154000.0
1066,1306,954,0,1,3,0,4,1,1201.0,0.0,2,6,1.0,0.0,0,105.0,1,2,2,4,0,4,2,13,14,4,3,0,2,2,6,533.0,2.0,5,2,5,1,1996.0,2260,1,1,0,5,1,2,3,1,14000,4,80.0,3,0,5,3,0.0,2,1,0,6,4,44,4,7,2,0,3,1,1,4,8,0,1,7,1306.0,1306,296,1996,1997,4,3566.0,12.700768887366278,14.0,11,328000.0
1067,799,772,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,799.0,1,2,2,4,0,4,2,12,13,4,5,1,2,2,6,380.0,2.0,5,2,5,1,1993.0,1571,1,1,2,5,1,3,3,0,7837,4,59.0,0,0,5,3,0.0,2,1,0,7,8,40,6,6,2,0,3,1,1,4,8,0,1,7,799.0,799,0,1993,1994,3,2370.0,12.089538829274224,14.0,12,178000.0
1068,798,813,0,1,4,0,4,1,674.0,106.0,2,3,1.0,0.0,4,0.0,1,2,2,4,0,4,3,6,6,4,3,0,1,1,6,442.0,2.0,5,2,5,1,1964.0,1611,1,1,4,5,1,3,3,1,9760,4,80.0,3,0,5,3,360.0,1,1,0,8,12,128,5,6,2,0,3,1,1,4,8,189,1,7,780.0,798,328,1964,1964,2,2391.0,12.031123843065634,14.0,11,167900.0
1069,1291,1230,0,1,5,4,4,3,837.0,0.0,0,6,1.0,0.0,2,105.0,1,2,2,4,0,4,3,5,5,0,2,1,1,2,0,576.0,2.0,5,0,5,1,1973.0,2521,1,1,2,5,1,3,3,0,3964,4,42.0,3,0,12,4,0.0,2,1,0,8,10,20,3,6,2,0,3,1,1,4,8,0,1,10,942.0,1291,728,1973,1973,0,3463.0,11.927680619985486,12.0,9,151400.0
1070,893,0,0,1,2,0,4,3,220.0,0.0,0,6,0.0,1.0,4,625.0,1,2,2,4,0,4,3,8,8,4,3,0,1,1,6,576.0,2.0,5,3,5,5,1985.0,893,0,1,4,1,1,2,3,0,9600,4,60.0,3,0,3,3,0.0,2,1,0,7,12,0,6,5,2,0,3,1,1,4,8,0,1,4,845.0,893,0,1949,2003,1,1738.0,11.813030057420569,15.0,11,135000.0
1071,1048,0,0,1,3,0,4,3,586.0,0.0,1,6,1.0,0.0,4,462.0,1,2,2,4,0,4,3,8,8,4,3,0,1,1,6,286.0,1.0,5,3,5,1,1956.0,1048,0,1,4,2,1,3,3,0,10152,4,72.0,3,0,0,3,120.0,1,1,0,8,12,20,4,5,2,0,3,1,3,4,8,192,1,6,1048.0,1048,0,1956,1956,1,2096.0,11.813030057420569,14.0,9,135000.0
1072,829,727,0,1,4,0,4,3,298.0,0.0,5,6,0.0,0.0,4,429.0,1,6,2,4,0,4,3,8,8,4,3,0,1,1,6,441.0,2.0,5,3,5,1,1968.0,1556,1,1,0,5,1,3,3,0,11700,4,78.0,3,0,5,3,0.0,2,1,0,7,14,0,5,6,2,0,3,1,1,4,8,0,1,8,727.0,829,0,1968,1968,3,2283.0,11.944707881395766,15.0,11,154000.0
1073,1002,454,0,1,4,0,0,2,0.0,0.0,6,6,1.0,1.0,1,810.0,1,0,2,0,0,4,3,8,8,4,5,1,1,1,6,280.0,1.0,5,3,5,5,1954.0,1456,0,1,1,0,1,3,3,0,7585,4,50.0,3,0,4,3,0.0,2,1,0,10,7,0,2,5,1,0,3,1,1,4,8,0,1,7,810.0,1002,0,1948,1950,0,2266.0,11.424094251263615,14.0,7,91500.0
1074,698,728,0,1,3,0,4,3,535.0,0.0,1,6,0.0,0.0,4,155.0,1,2,2,4,0,4,3,6,10,2,3,0,1,1,6,440.0,2.0,5,0,5,1,1977.0,1426,1,1,4,5,1,3,0,0,7950,0,75.0,0,0,5,3,140.0,1,1,0,9,7,0,5,6,2,0,3,1,3,4,8,0,1,6,690.0,698,252,1977,1977,3,2116.0,11.979799201207035,12.0,11,159500.0
1075,1240,0,0,1,2,0,4,0,0.0,0.0,6,6,0.0,0.0,2,1240.0,1,2,2,4,0,4,2,12,13,4,3,0,2,2,6,826.0,3.0,5,2,5,1,2006.0,1240,0,1,0,2,1,2,3,0,8556,4,74.0,3,0,0,3,0.0,2,1,0,7,5,93,4,7,2,0,3,1,1,4,8,0,1,5,1240.0,1240,140,2006,2006,1,2480.0,12.175613438045467,15.0,11,194000.0
1076,960,780,0,1,3,0,4,3,410.0,0.0,1,6,0.0,0.0,4,390.0,1,2,2,4,0,4,3,13,14,4,2,2,1,1,6,240.0,1.0,5,3,5,1,1940.0,1740,1,1,4,5,1,3,3,0,13125,4,75.0,3,0,6,3,0.0,2,1,0,9,6,0,5,7,2,0,3,1,1,4,1,0,1,6,800.0,960,0,1940,1984,1,2540.0,12.299107511497365,14.0,12,219500.0
1077,1096,370,0,0,3,0,4,3,626.0,0.0,0,6,0.0,1.0,1,170.0,1,2,2,4,0,4,3,13,14,4,5,1,1,2,2,566.0,2.0,5,3,5,1,1950.0,1466,0,1,2,0,1,2,3,0,10800,4,60.0,3,0,4,3,0.0,2,3,500,6,17,21,7,5,2,0,3,1,1,4,8,0,1,7,796.0,1096,436,1936,1989,0,2262.0,12.0435537160324,15.0,12,170000.0
1078,1096,0,0,1,3,0,4,2,75.0,791.0,1,5,1.0,0.0,4,230.0,1,2,2,4,0,4,3,12,10,4,3,0,1,1,6,299.0,1.0,5,0,5,1,1969.0,1096,0,1,0,2,1,3,3,0,15870,0,70.0,0,0,0,3,0.0,2,1,0,5,12,32,4,5,2,0,3,1,1,0,8,0,1,6,1096.0,1096,240,1969,1969,0,2192.0,11.84078932705484,11.0,9,138800.0
1079,848,0,0,1,1,4,4,2,662.0,0.0,2,6,1.0,0.0,2,186.0,1,2,2,4,0,4,2,12,13,4,2,1,2,1,6,420.0,2.0,5,2,5,1,2004.0,848,0,1,0,2,1,2,3,0,4435,4,37.0,3,0,11,4,169.0,1,1,0,7,5,0,4,6,2,0,3,1,1,4,8,0,1,3,848.0,848,140,2004,2004,0,1696.0,11.956970055045867,14.0,10,155900.0
1080,990,0,0,1,3,0,4,3,495.0,0.0,2,6,0.0,0.0,2,495.0,1,2,2,4,0,4,3,12,13,4,3,0,2,1,6,299.0,1.0,5,3,5,1,1996.0,990,0,1,2,2,1,3,3,0,8775,4,65.0,3,0,0,3,0.0,2,1,0,6,5,64,4,5,2,0,3,1,1,4,8,0,1,5,990.0,990,0,1994,1994,1,1980.0,11.744037185933616,14.0,9,126000.0
1081,1258,0,216,1,3,0,4,3,656.0,0.0,0,6,0.0,1.0,4,602.0,1,2,2,4,0,2,2,12,13,4,3,0,1,2,6,528.0,2.0,5,2,5,1,1971.0,1258,0,1,0,2,1,2,3,0,11040,4,80.0,3,0,0,3,144.0,1,1,0,1,14,0,6,6,2,0,3,1,1,0,0,0,1,5,1258.0,1258,55,1971,2004,2,2516.0,11.884489021402711,14.0,12,145000.0
1082,1040,0,0,1,3,0,4,3,824.0,0.0,0,6,1.0,0.0,4,216.0,1,1,2,4,220,4,3,6,6,2,3,0,1,1,6,308.0,1.0,5,0,5,1,1963.0,1040,1,1,1,2,1,3,3,0,7500,0,75.0,3,0,0,3,0.0,2,1,0,8,19,0,4,5,2,0,3,1,1,4,8,0,1,5,1040.0,1040,0,1963,1963,4,2080.0,11.79810440720389,11.0,9,133000.0
1083,1459,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,1459.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,527.0,2.0,5,2,5,1,2002.0,1459,0,1,0,2,1,2,3,0,8749,4,70.0,3,0,0,3,100.0,1,1,0,11,5,39,4,7,2,0,3,1,1,4,8,0,1,6,1459.0,1459,192,2002,2002,1,2918.0,12.165250651009917,14.0,11,192000.0
1084,1251,0,0,1,3,0,4,3,553.0,0.0,1,6,1.0,0.0,4,698.0,1,2,2,4,0,4,3,6,6,2,2,2,1,1,6,461.0,1.0,5,2,5,1,1964.0,1251,0,1,4,2,1,3,3,0,8800,4,80.0,3,0,0,3,425.0,1,3,700,5,12,116,5,6,2,0,3,1,3,4,8,0,1,6,1251.0,1251,0,1964,1964,0,2502.0,11.982929094215965,13.0,11,160000.0
1085,691,807,0,1,3,0,4,3,592.0,0.0,0,6,0.0,0.0,2,99.0,1,2,2,4,0,4,3,6,6,4,5,1,2,2,6,409.0,2.0,5,0,5,1,1995.0,1498,1,1,2,5,1,3,3,0,13031,0,70.0,1,0,5,3,0.0,2,1,0,9,8,44,4,6,2,0,3,1,1,4,8,0,1,6,691.0,691,315,1995,1996,0,2189.0,12.141534124392605,12.0,10,187500.0
1086,996,0,0,1,2,0,4,0,747.0,0.0,2,6,1.0,0.0,2,189.0,1,2,2,4,0,4,3,6,6,4,3,0,2,1,6,564.0,2.0,5,3,5,1,1992.0,996,0,1,0,6,1,2,3,0,9069,4,73.0,3,0,9,3,0.0,2,1,0,6,20,0,5,6,2,0,3,1,1,4,8,0,1,5,936.0,996,120,1992,1992,4,1932.0,11.898187865760873,15.0,11,147000.0
1087,546,546,0,1,3,4,4,3,334.0,0.0,1,6,0.0,0.0,4,212.0,1,2,2,4,0,4,3,5,5,4,3,0,1,1,6,286.0,1.0,5,2,5,1,1973.0,1092,1,1,4,5,1,3,3,0,1974,4,41.0,3,0,12,4,0.0,2,1,0,7,10,96,4,4,2,0,3,1,1,4,8,0,1,6,546.0,546,120,1973,1973,4,1638.0,11.332601910838944,13.0,8,83500.0
1088,1082,871,0,1,3,0,4,2,0.0,0.0,6,6,0.0,0.0,2,1082.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,1043.0,3.0,5,2,5,1,2005.0,1953,1,1,0,5,1,2,3,0,10574,4,85.0,3,0,5,1,0.0,2,1,0,7,21,50,4,8,2,0,3,1,1,4,8,0,1,9,1082.0,1082,160,2005,2006,3,3035.0,12.437184366493561,15.0,12,252000.0
1089,970,739,0,1,3,3,4,3,0.0,0.0,6,6,0.0,0.0,2,970.0,1,2,2,4,0,4,2,12,13,4,3,0,2,2,0,380.0,2.0,5,3,5,5,2004.0,1709,0,1,0,5,1,2,3,0,2522,4,24.0,3,0,12,4,50.0,3,1,0,6,7,40,4,7,2,0,3,1,1,4,8,0,1,7,970.0,970,0,2004,2004,0,2679.0,11.831379196088765,15.0,11,137500.0
1090,1247,0,0,2,1,4,4,3,1039.0,0.0,2,6,1.0,0.0,2,208.0,1,2,2,4,0,4,2,8,8,4,2,1,2,1,6,550.0,2.0,5,0,5,1,2005.0,1247,1,1,0,2,1,2,3,0,3316,4,37.0,0,0,11,1,0.0,2,1,0,6,21,84,4,8,2,0,3,1,1,4,8,0,1,4,1247.0,1247,0,2005,2005,0,2494.0,12.190959007720124,12.0,12,197000.0
1091,1040,0,0,1,2,2,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,0,2,2,0,0,4,3,3,3,4,3,0,3,2,6,400.0,2.0,5,3,5,5,1987.0,1040,0,5,1,2,2,3,3,0,8544,0,60.0,3,0,10,3,0.0,2,1,0,8,12,0,3,3,2,0,3,1,1,4,8,0,1,6,0.0,1040,0,1950,1950,3,1040.0,11.439278924801927,15.0,6,92900.0
1092,624,628,0,2,2,3,4,3,510.0,0.0,1,6,1.0,0.0,2,90.0,1,2,2,4,0,4,2,8,8,4,3,0,2,2,6,462.0,2.0,5,3,5,5,1999.0,1252,1,1,0,5,1,2,3,0,2160,4,24.0,3,0,12,1,212.0,1,1,0,5,21,48,4,7,2,0,3,1,1,4,8,0,1,4,600.0,624,0,1999,2000,2,1852.0,11.982929094215965,15.0,11,160000.0
1093,1390,304,0,1,4,0,4,3,423.0,0.0,5,6,0.0,0.0,4,758.0,1,2,2,4,128,4,3,8,8,4,2,1,2,2,6,576.0,2.0,5,3,5,5,1925.0,1694,0,1,1,0,1,3,0,0,8400,4,60.0,3,0,4,3,0.0,2,1,0,8,18,0,4,6,2,0,3,1,1,4,8,0,1,7,1181.0,1390,342,1925,1950,2,2875.0,11.824079893607152,15.0,10,136500.0
1094,1200,0,0,1,1,0,4,2,661.0,0.0,2,6,1.0,0.0,4,203.0,1,1,2,4,0,4,3,8,8,2,3,0,1,1,6,884.0,2.0,5,3,5,5,1977.0,1200,1,1,2,2,1,2,3,0,9230,0,71.0,3,0,0,3,166.0,1,1,0,1,12,64,7,5,2,0,3,1,3,4,8,0,1,6,864.0,1200,0,1965,1998,0,2064.0,11.891361900690471,15.0,12,146000.0
1095,936,0,0,1,2,0,4,3,248.0,240.0,1,5,1.0,0.0,4,448.0,1,2,2,4,80,4,3,8,8,4,3,0,1,1,6,308.0,1.0,5,0,5,1,1956.0,936,0,1,0,2,1,3,3,0,5868,4,74.0,3,0,0,3,0.0,2,1,0,7,12,0,6,5,2,0,3,1,1,4,8,160,1,4,936.0,936,0,1956,2000,4,1872.0,11.767567683343811,11.0,11,129000.0
1096,1314,0,0,1,3,0,4,3,24.0,0.0,2,6,0.0,0.0,2,1290.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,440.0,2.0,5,2,5,1,2006.0,1314,0,1,2,2,1,2,3,0,9317,4,78.0,0,0,0,3,0.0,2,1,0,5,5,22,4,6,2,0,3,1,1,4,8,0,1,6,1314.0,1314,0,2006,2006,1,2628.0,12.08069081199846,14.0,10,176432.0
1097,773,582,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,684.0,1,2,2,4,115,4,3,13,14,4,3,0,2,1,6,0.0,0.0,3,1,3,6,0.0,1355,1,1,4,5,1,2,3,0,6882,4,60.0,3,0,6,4,0.0,2,1,0,5,9,0,6,6,2,0,3,1,1,4,8,0,1,7,684.0,773,136,1914,2006,1,2039.0,11.751942365440726,7.0,12,127000.0
1098,1088,0,0,1,2,4,4,3,0.0,0.0,6,6,0.0,0.0,2,1074.0,1,2,2,4,137,4,2,6,6,4,3,0,1,1,6,461.0,2.0,5,2,5,1,1987.0,1088,1,1,0,2,1,2,3,0,3696,4,41.0,3,0,11,3,0.0,2,1,0,1,22,74,4,8,2,0,3,1,1,4,8,0,1,5,1074.0,1088,0,1986,1986,1,2162.0,12.0435537160324,14.0,12,170000.0
1099,757,567,0,1,3,0,4,3,672.0,0.0,1,6,0.0,0.0,4,0.0,1,2,2,4,0,4,3,8,8,4,3,0,0,1,6,240.0,1.0,5,3,5,5,1936.0,1324,0,1,4,0,1,3,3,0,6000,4,50.0,3,0,4,4,0.0,2,1,0,9,3,0,5,4,2,0,3,1,1,4,8,0,1,6,672.0,757,0,1936,1950,3,1996.0,11.759785542901756,14.0,9,128000.0
1100,1601,0,0,1,3,0,4,3,704.0,0.0,0,6,0.0,0.0,2,567.0,1,6,2,4,0,4,3,9,10,4,5,1,1,2,6,478.0,2.0,5,2,5,1,1978.0,1601,0,1,4,2,1,3,3,0,11880,4,82.0,0,0,0,3,206.0,1,1,0,6,14,0,4,7,2,0,3,1,1,0,0,0,1,7,1271.0,1601,0,1978,1978,3,2872.0,11.964001084330445,14.0,11,157000.0
